,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
278,Mercedes-Benz,2018,4600000,7976,Diesel,Individual,Automatic,First Owner,17.9,2143.0,170.0,5
279,Maruti,2016,220000,35000,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,8
280,Hyundai,2017,450000,35000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5
281,Hyundai,2013,290000,50000,Petrol,Individual,Automatic,First Owner,16.95,1197.0,78.9,5
282,Maruti,2016,520000,20000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5
283,Hyundai,2011,265000,20000,Petrol,Individual,Automatic,First Owner,16.95,1197.0,78.9,5
284,Maruti,2012,330000,50000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,5
285,Mahindra,2014,509999,120000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7
286,Hyundai,2014,500000,70000,Petrol,Individual,Manual,First Owner,17.1,1591.0,121.3,5
287,Hyundai,2015,525000,50000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5
288,Maruti,2019,675000,16500,Petrol,Individual,Manual,First Owner,21.01,1197.0,81.8,5
289,Hyundai,2010,300000,70000,Petrol,Individual,Manual,First Owner,17.0,1197.0,80.0,5
290,Maruti,2005,90000,99361,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5
291,Maruti,2017,650000,25000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5
292,Maruti,2014,409000,70000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,5
293,Hyundai,2015,395000,80000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5
294,Maruti,2014,400000,70000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,5
295,Chevrolet,2012,120000,60000,Petrol,Individual,Manual,Third Owner,18.6,1199.0,79.4,5
296,Tata,2018,645000,10000,Petrol,Individual,Automatic,First Owner,20.3,1199.0,84.0,5
297,Maruti,2006,81000,80000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4
298,Honda,2017,1300000,30000,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5
299,Honda,2017,1250000,33000,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5
300,Maruti,2013,535000,90000,Petrol,Individual,Manual,Third Owner,16.02,1373.0,93.7,7
301,Nissan,2014,555000,80100,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.5,5
302,Honda,2014,725000,120000,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,5
303,Renault,2016,229999,40000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5
304,Toyota,2013,800000,160000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,8
305,Maruti,2017,409999,47000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5
306,Hyundai,2018,1210000,25000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5
307,Tata,2017,400000,26000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5
308,Hyundai,2018,520000,29000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5
309,Maruti,2016,650000,50000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5
310,Maruti,2011,325000,58000,Petrol,Individual,Manual,Third Owner,16.1,1298.0,88.2,5
311,Maruti,2012,420000,120000,Petrol,Individual,Automatic,First Owner,17.4,1197.0,85.8,5
312,Maruti,2014,400000,50000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5
313,Hyundai,2010,254999,80000,Petrol,Individual,Manual,Fourth & Above Owner,17.0,1197.0,80.0,5
314,Maruti,2003,65000,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993.0,60.0,5
315,Maruti,2017,351000,36000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5
316,Toyota,2007,404000,120000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,8
317,Maruti,2011,185000,185000,Diesel,Individual,Manual,Third Owner,21.1,1248.0,73.9,5
318,Nissan,2011,250000,50000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5
319,Maruti,2002,60000,100000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993.0,60.0,5
320,Hyundai,2013,500000,50000,Petrol,Individual,Manual,Second Owner,17.1,1591.0,121.3,5
321,Maruti,2007,85000,80000,Petrol,Individual,Manual,Second Owner,18.2,998.0,67.1,5
322,Maruti,2005,85000,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,46.3,5
323,Maruti,2011,265000,90000,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248.0,73.9,5
324,Maruti,2010,130000,162000,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,5
325,Maruti,2013,480000,110000,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.76,7
326,Maruti,2008,170000,120000,Diesel,Individual,Manual,Third Owner,17.8,1248.0,75.0,5
327,Nissan,2011,275000,45000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5
328,Maruti,2005,89000,90000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5
329,Ford,2010,170000,90000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5
330,Mahindra,2019,1090000,16500,Petrol,Dealer,Manual,First Owner,17.0,1197.0,110.0,5
331,Hyundai,2017,1100000,67000,Diesel,Individual,Automatic,First Owner,17.01,1582.0,126.2,5
332,Maruti,2018,610000,52000,Petrol,Dealer,Manual,First Owner,22.0,1197.0,81.8,5
333,Datsun,2016,335000,40000,Petrol,Dealer,Manual,First Owner,20.63,1198.0,67.0,5
334,Hyundai,2015,434999,40000,Petrol,Dealer,Manual,First Owner,18.9,1197.0,82.0,5
335,Toyota,2018,3000000,35000,Diesel,Individual,Manual,First Owner,14.24,2755.0,174.5,7
336,Renault,2018,390000,13000,Petrol,Dealer,Manual,First Owner,20.71,799.0,53.26,5
337,Honda,2012,325000,40000,Petrol,Dealer,Manual,First Owner,18.5,1198.0,86.8,5
338,Volkswagen,2019,640000,10000,Petrol,Dealer,Manual,First Owner,17.0,1198.0,73.75,5
339,Nissan,2012,450000,9000,Petrol,Dealer,Manual,First Owner,16.95,1498.0,97.7,5
340,Toyota,2013,400000,70000,Diesel,Dealer,Manual,Second Owner,23.59,1364.0,67.06,5
341,Hyundai,2009,215000,60000,Petrol,Dealer,Manual,First Owner,20.36,1197.0,78.9,5
342,Renault,2014,570000,40000,Diesel,Dealer,Manual,First Owner,20.45,1461.0,83.8,5
343,Mahindra,2012,680000,93000,Diesel,Dealer,Manual,First Owner,15.1,2179.0,140.0,7
344,Toyota,2008,325000,80000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494.0,102.0,7
345,Tata,2011,150000,50000,Petrol,Individual,Manual,Second Owner,15.64,1193.0,64.08,5
346,Hyundai,2013,690000,68000,Petrol,Dealer,Automatic,First Owner,14.5,1797.0,147.5,5
347,Mercedes-Benz,2013,1550000,25000,Diesel,Individual,Automatic,First Owner,14.84,2143.0,170.0,5
348,Tata,2012,64000,18000,Petrol,Dealer,Manual,First Owner,25.4,624.0,37.5,4
349,Nissan,2013,250000,120000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5
350,Maruti,2005,65000,35000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5
351,Maruti,2016,550000,60000,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,5
352,Hyundai,2010,140000,70000,Petrol,Individual,Manual,Fourth & Above Owner,20.36,1197.0,78.9,5
353,Renault,2016,300000,30000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5
354,Volkswagen,2016,800000,70000,Petrol,Individual,Automatic,First Owner,16.34,1798.0,189.3,5
355,Tata,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7
356,Volvo,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5
357,Toyota,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5
358,Maruti,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5
359,Maruti,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5
360,Honda,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5
361,Toyota,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7
362,Maruti,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5
363,Toyota,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5
364,Maruti,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5
365,Hyundai,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5
366,BMW,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5
367,BMW,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5
368,Honda,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5
369,Volvo,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5
370,Hyundai,2010,150000,106000,Petrol,Individual,Manual,Third Owner,20.36,1197.0,78.9,5
371,Honda,2009,500000,120000,Petrol,Individual,Automatic,Second Owner,11.1,2354.0,158.8,5
372,Maruti,2015,480000,90000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5
373,Hyundai,2014,535000,70000,Diesel,Individual,Manual,Third Owner,22.32,1582.0,126.32,5
374,Toyota,2005,250000,240000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,8
375,Maruti,2012,300000,100000,Diesel,Individual,Manual,Second Owner,21.5,1248.0,88.8,5
376,Hyundai,2009,340000,214000,Petrol,Individual,Manual,Second Owner,13.9,1599.0,103.2,5
377,Hyundai,2009,340000,214000,Diesel,Individual,Manual,Second Owner,16.8,1493.0,110.0,5
378,Maruti,2016,240000,50000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5
379,Honda,2018,1085000,1000,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.6,5
380,Maruti,2017,750000,19000,Diesel,Individual,Automatic,First Owner,28.4,1248.0,74.02,5
381,Tata,2012,95000,265000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,70.0,5
382,Maruti,2020,409999,35000,CNG,Individual,Manual,First Owner,20.88,1196.0,61.7,5
383,Maruti,2014,215000,80000,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,5
384,Mahindra,2016,1290000,50000,Diesel,Individual,Automatic,First Owner,16.0,2179.0,140.0,7
385,Maruti,2010,150000,80000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5
386,Hyundai,2013,219000,50000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5
387,Tata,2018,325000,100000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5
388,Maruti,2013,260000,120000,Petrol,Individual,Manual,Second Owner,15.1,1196.0,73.0,5
389,Honda,2019,700000,40000,Diesel,Individual,Automatic,First Owner,23.8,1498.0,78.9,5
390,Hyundai,2017,950000,45000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5
391,Maruti,2010,160000,80000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5
392,Hyundai,2015,409999,135000,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.01,5
393,Toyota,2015,840000,120000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,7
394,Toyota,2013,450000,67000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.1,5
395,Maruti,2017,900000,50000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5
396,Toyota,2008,570000,134000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7
397,Nissan,2011,254999,110000,Diesel,Individual,Manual,Second Owner,23.08,1461.0,63.1,5
398,Maruti,2009,130000,40000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4
399,Maruti,2013,530000,120000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5
400,Volkswagen,2015,520000,110000,Diesel,Individual,Manual,Second Owner,20.14,1498.0,88.8,5
401,Mahindra,2011,229999,170000,Diesel,Individual,Manual,Second Owner,21.0,1461.0,64.1,5
402,Maruti,2004,81000,80000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4
403,Maruti,2016,600000,47000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5
404,Hyundai,2015,409999,93000,Petrol,Individual,Manual,First Owner,19.1,1197.0,81.86,5
405,Maruti,2010,120000,70000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4
406,Maruti,2014,320000,50000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5
407,Ford,2015,292000,70000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.05,5
408,Tata,2012,390000,80000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.03,7
409,Ford,2016,550000,44000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5
410,Maruti,2014,385000,25000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5
411,Hyundai,2016,800000,25000,Petrol,Individual,Manual,First Owner,15.29,1591.0,121.3,5
412,Maruti,2019,675000,10000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5
413,Tata,2018,1525000,50000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7
414,Ford,2018,950000,30000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5
415,Hyundai,2015,610000,50000,Diesel,Individual,Manual,Second Owner,21.19,1396.0,88.73,5
416,Hyundai,2012,525000,120000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5
417,Mahindra,2015,375000,80000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7
418,Nissan,2015,580000,90000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,5
419,Maruti,2015,434999,50000,Petrol,Individual,Manual,Second Owner,20.4,1197.0,83.11,5
420,Datsun,2020,350000,2136,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,5
421,Toyota,2012,730000,250000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.0,7
422,Hyundai,2015,600000,35000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5
423,Toyota,2015,1050000,120000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7
424,Maruti,2017,735000,70000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5
425,Renault,2018,1050000,18000,Diesel,Dealer,Manual,First Owner,19.6,1461.0,108.45,5
426,Chevrolet,2016,420000,110000,Diesel,Individual,Manual,Second Owner,18.2,1248.0,73.74,7
427,Maruti,2017,800000,60000,Diesel,Individual,Manual,First Owner,23.65,1248.0,88.5,5
428,Toyota,2015,2000000,60000,Diesel,Individual,Automatic,First Owner,12.55,2982.0,168.5,7
429,Maruti,2016,600000,147000,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,5
430,Toyota,2015,1900000,130000,Diesel,Individual,Automatic,First Owner,12.55,2982.0,168.5,7
431,Chevrolet,2011,500000,99500,Diesel,Individual,Manual,Third Owner,11.5,1991.0,147.9,7
432,Tata,2011,200000,110000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,71.0,5
433,Nissan,2016,370000,35000,Petrol,Individual,Manual,First Owner,19.49,1198.0,67.04,5
434,Hyundai,2010,260000,110000,Diesel,Individual,Manual,Second Owner,16.2,1493.0,110.0,5
435,Mahindra,2016,280000,100000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6
436,Maruti,2014,610000,21000,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,7
437,Ford,2013,300000,60000,Diesel,Individual,Manual,Second Owner,23.5,1498.0,90.0,5
438,Tata,2010,140000,40000,Diesel,Individual,Manual,First Owner,16.6,1405.0,70.0,5
439,Hyundai,2008,229999,50000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5
440,Maruti,2010,200000,65000,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,5
441,Maruti,2011,200000,80000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5
442,Hyundai,2015,560000,119000,Diesel,Individual,Manual,First Owner,23.9,1582.0,126.2,5
443,Maruti,2016,750000,80000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7
444,Maruti,2017,585000,90000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5
445,Hyundai,2016,760000,20000,Petrol,Individual,Manual,First Owner,17.01,1591.0,121.4,5
446,Maruti,2014,430000,80000,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,5
447,Mahindra,2020,480000,44665,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6
448,Kia,2019,643000,10000,Diesel,Individual,Manual,First Owner,20.8,1493.0,113.4,5
449,Hyundai,2018,500000,60000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5
450,Honda,2016,425000,22000,Petrol,Individual,Manual,First Owner,18.5,1198.0,86.8,5
451,Maruti,2014,250000,25000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5
452,Maruti,2016,285000,70000,Diesel,Individual,Manual,First Owner,27.62,793.0,47.0,5
453,Maruti,2008,160000,123000,Petrol,Individual,Manual,Third Owner,17.5,1298.0,85.8,5
454,Volkswagen,2011,250000,70000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5
455,Chevrolet,2013,170000,70000,Petrol,Individual,Manual,Second Owner,18.6,1199.0,79.4,5
456,Toyota,2013,409999,45000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.06,5
457,Hyundai,2015,400000,40000,Petrol,Individual,Automatic,First Owner,18.9,1197.0,82.0,5
458,Maruti,2019,700000,30000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5
459,Honda,2007,350000,90000,Petrol,Individual,Automatic,First Owner,12.9,1799.0,130.0,5
460,Maruti,2016,660000,34000,Petrol,Individual,Manual,Second Owner,17.5,1373.0,91.1,7
461,Maruti,2017,268000,25000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5
462,Maruti,2016,270000,50000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5
463,Chevrolet,2013,300000,50000,Diesel,Individual,Manual,First Owner,25.44,936.0,57.6,5
464,Tata,2017,450000,90000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5
465,Chevrolet,2012,220000,70000,Diesel,Individual,Manual,Second Owner,25.44,936.0,57.6,5
466,Tata,2009,250000,146000,Diesel,Individual,Manual,Second Owner,13.93,2179.0,138.0,7
467,Ford,2012,300000,85000,Petrol,Individual,Manual,Second Owner,15.6,1196.0,70.0,5
468,Tata,2009,88000,201850,Diesel,Individual,Manual,Second Owner,17.88,1396.0,52.8,5
469,Maruti,2016,561000,30000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5
470,Maruti,2018,755000,15000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5
471,Datsun,2017,235000,25000,Petrol,Individual,Manual,First Owner,22.7,799.0,53.64,5
472,Maruti,2011,165000,90000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5
473,Maruti,2008,190000,80000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5
474,Tata,2011,110000,50000,Diesel,Individual,Manual,First Owner,17.2,1396.0,53.5,5
475,Mahindra,2012,320000,80000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,8
476,Hyundai,2016,540000,38000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5
477,Hyundai,2013,180000,60000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5
478,Maruti,2012,450000,30000,Petrol,Individual,Manual,First Owner,17.5,1197.0,85.8,5
479,Maruti,2014,450000,30000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5
480,Chevrolet,2015,200000,50000,Petrol,Individual,Manual,First Owner,18.6,1199.0,76.8,5
481,Tata,2017,425000,42000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5
482,Chevrolet,2016,400000,30000,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,5
483,Maruti,2009,125000,60000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5
484,Jeep,2018,1600000,14000,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,5
485,Honda,2015,900000,22000,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,5
486,Volkswagen,2012,450000,90000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5
487,Maruti,2011,210000,46000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5
488,Hyundai,2018,801000,20000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5
489,Tata,2014,317000,15000,Diesel,Individual,Manual,First Owner,15.42,1405.0,70.0,7
490,Maruti,2015,600000,40000,Petrol,Individual,Manual,Second Owner,16.02,1373.0,93.7,7
491,Hyundai,2014,330000,30000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.85,5
492,Hyundai,2017,320000,15000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5
493,Hyundai,2007,120000,110000,Petrol,Individual,Manual,Second Owner,15.3,1341.0,83.0,5
494,Maruti,2009,130000,70000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5
495,Chevrolet,2015,220000,80000,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,5
496,Tata,2015,340000,110000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5
497,Ford,2013,200000,70000,Diesel,Individual,Manual,Second Owner,19.68,1399.0,67.0,5
498,Maruti,2002,140000,50000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5
499,Toyota,2013,1000000,190000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,8
500,Mahindra,2010,495000,100000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7
501,Maruti,2015,236000,60000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5
502,Maruti,2015,390000,40000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5
503,Maruti,2009,275000,90000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5
504,Maruti,2017,775000,32000,Diesel,Dealer,Manual,First Owner,24.3,1248.0,88.5,5
505,Toyota,2016,1800000,30000,Diesel,Individual,Automatic,First Owner,11.36,2755.0,171.5,7
506,Hyundai,2016,850000,58000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5
507,Maruti,2018,750000,5000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5
508,Hyundai,2018,570000,25000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5
509,Hyundai,2018,580000,32000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5
510,Honda,2016,484999,30000,Petrol,Individual,Manual,First Owner,18.7,1199.0,88.7,5
511,Honda,2017,700000,43000,Petrol,Dealer,Manual,First Owner,15.4,1497.0,117.3,7
512,Hyundai,2012,415000,60000,Petrol,Dealer,Manual,First Owner,17.7,1497.0,113.42,5
513,Nissan,2015,325000,50000,Petrol,Individual,Automatic,First Owner,19.34,1198.0,76.0,5
514,Ford,2018,550000,14200,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5
515,Hyundai,2017,300000,10000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5
516,Datsun,2018,217000,25000,Petrol,Individual,Manual,First Owner,22.7,799.0,53.64,5
517,Ford,2018,700000,19100,Petrol,Individual,Manual,First Owner,19.0,1194.0,94.68,5
518,Hyundai,2019,466000,25000,Petrol,Individual,Automatic,Fourth & Above Owner,20.3,1086.0,68.0,5
519,Ford,2014,484999,54000,Diesel,Dealer,Manual,First Owner,23.0,1498.0,98.96,5
520,Nissan,2018,670000,35000,Diesel,Individual,Manual,First Owner,22.71,1461.0,84.8,5
